"code","page","keywords","urls","snippet"
"NC","25","tool; RIT","","23 4. NEXT STEPS The framework of the North Carolina Department of Transportation (NCDOT) Resilience Program promotes unwavering commitment to resilience improvement. This endeavor spans various organizational levels and extends across critical domains such as planning, design, operations, and maintenance. • Central to NCDOT's efforts is the RIP. This strategic document serves as a guiding compass, directing attention to areas where resilience enhancements are most crucial. By identifying potential resilience projects, the RIP empowers NCDOT to proactively address vulnerabilities. • The NCDOT developed the RIP in accordance with 23 USC 176(e). Any vulnerable area of concern or potential resilience project identified and prioritized based on the NCDOT RIP qualifies for a seven percent non-federal match reduction. • NCDOT is committed to integrate the RIP into its long-range transportation plan, ensuring that resilience considerations extend beyond short-term planning. This strategic step also fulfills the requirement for an additional three percent match reduction for qualifying resilience projects under the PROTECT Program. NCDOT will work with FHWA to accomplish this task. Since r"
"NC","26","tool; map; RIT","","24 APPENDIX A- RIP REQUIREMENTS MATRIX Table 3 provides an overview of how the NCDOT RIP meets the PROTECT Program RIP requirements. Table 3. NCDOT RIP Requirements Matrix Topic Citation NCDOT RIP The Plan Shall... Encompass immediate and long-range planning activities (A) shall be for the immediate and long-range planning activities and investments of the State or metropolitan planning organization with respect to resilience of the surface transportation system within the boundaries of the State or metropolitan planning organization, as applicable (“23 USC 176: Promoting Resilient Operations for Transformative ... - House”) The section, Coordination with Other Plans, describes how planning incorporates resilience Demonstrate a Systemic approach (B) shall demonstrate a systemic approach to surface transportation system resilience, and (“23 USC 176: Promoting Resilient Operations for Transformative ... - House”) The NCDOT RIP describes NCDOT’s a holistic approach to resilience, including a: • Comprehensive NCDOT Resilience Strategy Report – a roadmap for potential policy changes, praxis, and investment decisions • Statewide risk-based vulnerability and criticality assessment tools •"
"NC","27","tool; RIT","","25 Topic Citation NCDOT RIP Natural disaster, extreme weather preparedness (E)(i) Include a description of how the plan will improve the ability of the State or metropolitan planning organization- to respond promptly to the impacts of weather events and natural disasters; and to be prepared for changing conditions, such as sea level rise and increased flood risk. The plan outlines resilience improvement activities across various domains, including planning, maintenance, operations, and design, with the aim of enhancing system resilience. These activities enable the identification of vulnerable areas, facilitating the development of efficient strategies for preparedness and response to hazardous events. Additionally, the plan emphasizes the use of flood warning tools to provide predictive and real-time flood, surge, and wave data for roads and bridges. Regulatory Framework (E)(ii) Describe the codes, standards, and regulatory framework, adopted, and enforced by the agencies, to ensure that the plan includes resilience improvements for the impacted areas of proposed projects. The RIP highlights NCDOTs engagement with NCHRP pilot programs that test methodologies for considering climat"
"NC","28","tool; RIT","","26 Topic Citation NCDOT RIP Resilience- related Policy (D)(iii) Describe the resilience improvement policies, including strategies, land-use and zoning changes, investments in natural infrastructure, or performance measures that will inform the transportation investment decisions of the State or metropolitan planning organization with the goal of increasing resilience. (“23 USC 176: Promoting Resilient Operations for Transformative ... - House”) The RIP section, Policy Environment, describes key policies relevant to NCDOT’s resilience program: • NCDOT Resilience Policy • NC EO80 • NC EO266 Investment plan & priority projects (D)(iv) Include an investment plan that includes a list of priority projects and describes how funds apportioned to the State under section 104(b)(8), or provided by a grant under the PROTECT program would be invested and matched, which shall not be subject to fiscal constraint requirements; Appendix C of the RIP explains the resilience assessment methodology and component prioritization index. The prioritization index supplements NCDOT’s strategic prioritization process. Section 3 of the RIP explains how investment of the PROTECT funds will occur. Supporting s"
"NC","29","map; criticality map; RIT","","27 APPENDIX B – STATEWIDE CRITICALITY As part of the RIP, NCDOT created Statewide Criticality Maps for both roadways and rail lines to use as prioritization criteria for identifying vulnerable areas of concern and potential resilience projects. Roadway Criticality Criticality, in the context of the NCDOT, refers to the significance of an asset in maintaining the system's resilience and NCDOT's mission to provide service to travelers. NCDOT develops a roadway statewide criticality map based on a modified approach from the criticality model developed during the US-70 vulnerability pilot. Quantifying criticality involves using an index model that integrates three composite indices: • Usage and Operations Index (U&O): NCDOT assess the U&O importance based on 1) truck traffic (AADT) and 2) network redundancy, where redundancy measures the connectedness of a network. • Socioeconomic Index (SE): the SE index requires intersecting the NC Road Characteristics data with four layers: 1) tourism revenue, 2) transportation disadvantaged index, 3) employment totals, and 4) a combined layer consisting of airports, maritime ports, military bases, the Global TransPark, and the CSX intermodal termin"
"NC","30","RIT","","28 Figure 6. Truck Traffic Indicator Scores Redundancy Redundancy measures the connectedness of a network. The assessment evaluates each segment for the number of alternate routes available to a traveler on the segment. However, criticality is the inverse of redundancy. The assessment assigns a higher criticality score to road segments with low redundancy. In Figure 7, we see that segments within urban areas (yellow) have higher redundancy and thus a lower criticality score. Figure 7. Redundancy Index As mentioned previously, the U&O index is a composite of the truck traffic and redundancy indices, calculated as presented below:"
"NC","38","RIT","","36 EVACUATION ROUTES (ALSO REFERRED AS ROUTES AWAY FROM THE COAST) The assessment overrides the U&O, SE, and H&S indices when either of the two cases is true; any segment that is either part of a route away from the coast (Figure 19) or interstate (Figure 20) are assigned a criticality level of “High”. Figure 19. Evacuation Routes (Routes Away from the Coast) Figure 20. Interstates Table 4 summarizes the overall criticality scoring and index criteria used for each index."
"NC","39","map; criticality map; RIT","","37 Table 4. Criticality Scoring Criticality Score Criticality Criteria 0 1 2 3 4 Redundancy >= 11.1 connectors 6.1 – 11 connectors 3.1 – 6.0 connectors < 3.0 connectors Average Annual Daily Truck Traffic Null or below top 50% Among the top 25% – 50% AADTT among the top 10 – 25% AADTT among the top 5 - 10% AADTT among the top 5% Tourism Revenue - < $100M $100M – $150M $150M - $300M >$300M Jobs per 10-mile radius - <= 11,199 11,200 – 20,899 20,900 – 29,199 20,900 – 29,199 Transportation Disadvantaged Index (TDI) TDI Score < 6 TDI Score 6 – 8 TDI Score 9 – 10 TDI Score 11 -12 TDI Score 13 – 17 Proximity to transportation hubs 0 hubs - - 1 hub within 10 miles 2+ locations within 10 miles Hospitals within 5-mile radius 0 hospitals - - - >= 1 hospital Shelters within 10-mile radius 0 shelters 1 – 5 shelters 6 – 10 shelters 12 – 15 shelters >15 shelters Utilities within 1-mile radius No plants 1 – 3 plants 4 – 6 plants 7 – 12 plants > 12 plants Additionally, the assessment calculated the total criticality scores as follows: Total Criticality Score = (U&O Score * 33%) + (SE Score * 33%) + (H&S Capacity Score * 33%) Figure 21 presents the overall criticality map, which represents the sum of"
"NC","40","map; criticality map; RIT","","38 Figure 21. NCDOT Statewide Criticality Map Rail Lines Criticality Similar to the roadway criticality map, the rail lines criticality map was based on multiple factors identified by the NCDOT groups collaborating in the development of the RIP, in particular members of the Rail Division. The criticality level assigned to rail line segments is based on three factors: (1) whether included as part of the STRACNET, (2) whether is part of a CLASS I system, and (3) whether its services passenger traffic. Each rail line segment included in either of these factors receives one point for each criterion. The overall criticality map for rail lines represents the sum of the three factors described above. Therefore, segments with the highest criticality score (red) are on the STRACNET, service passengers, and the rail line is Class I (the operator is either CSX or Norfolk Southern (NS). The layers supporting the rail lines criticality map are presented in Figure 22 (STRACNET), Figure 23 (Passenger Service), and Figure 24 (Class I lines). Figure 25 presents the final rail lines criticality map."
"NC","41","RIT","","39 Figure 22. STRACNET Figure 23. Passenger Service Figure 24. Class 1 Lines Figure 25. Rail Lines Criticality"
"NC","42","dashboard; tool; gis; RIT; CRIS","https://connect.ncdot.gov/resources/hydro/HydroPrecon/2023_NCDOT_Precon_Hydro_Tools_Overview.pdf","40 APPENDIX C – RESILIENCE ASSESSMENT This step of the framework focuses on the different efforts to estimate the system-wide, risk-based vulnerabilities of the selected assets to the hazards presented in Table 2. The resilience assessment, in conjunction with the criticality assessment, facilitates the identification and prioritization of areas of concern and potential resilience projects. The main factors considered in conducting these assessments include: • Data Collection and Integration • Asset Exposure to Hazards and Asset Sensitivity Assessment • Resilience Prioritization Process This section provides an overview of the process implemented to conduct the assessments. DATA COLLECTION AND INTEGRATION To conduct the risk-based vulnerability assessments to help NCDOT identify vulnerable areas of concern for resilience project identification and prioritization, it was necessary to obtain and integrate data from multiple datasets, internal and external to the agency. NCDOT provided all datasets, except for the NBI. Table 5 lists the tools responsible for the spatial data used to assess asset exposure to hazards. Table 6 lists all the data sets used for the resilience study, includ"
"NC","43","tool; CRIS","","41 Tool Description • Identifies roads that may require higher maintenance or eventual replacement. CRIS: Planning tool for coastal road inundation based on intervals of static, level pool flooding along the North Carolina coast • LiDAR-based modeling produced inundation boundaries. • Predicts impacts of roadway inundation for 23 coastal counties • Inundation levels range from 1 to 17 feet. • The Historic Storm Hindcast Module displays impacts from four past hurricanes. • Supports planning for emergency response, evacuation, road closure and future resilience. • Assists with maintenance of roadway infrastructure. T-SAPP Predictive tool based on ADCIRC modeling provided by UNC- RENCI Center capable of providing advance awareness of potential coastal roadway flood impacts for entire North Carolina coast specific to individual storms. FIMAN-T Gauge-based tool providing near real time awareness of flood impacts to roads and bridges within limited areas around inland and coastal gages. BridgeWatch BridgeWatch is a real-time bridge flooding warning system that relies on stream gauges and weather radar to indicate when bridges and culverts are near flooding, actively flooding, or weather "
"NC","45","tool; map; gis; RIT; CRIS","http://overlays.acpa.org/Downloads/RT/RT3.07.pdf","43 Data Type Source Description inches per mile or meters per kilometer).50 ASSET EXPOSURE TO HAZARDS AND ASSET SENSITIVITY ASSESSMENT The assessment of asset exposure, probability, and sensitivity to natural hazards is a multi-faceted approach that evaluates the risk to transportation infrastructure and populations. • Asset exposure analysis utilizes a GIS-based method to determine the vulnerability of roads, bridges, culverts, and rail lines to hazards like flooding, geotechnical issues, and sea-level rise, with varying evaluation criteria for each hazard type. • Probability analysis, essential for quantifying the likelihood of such events, employs both deterministic and probabilistic models to predict the frequency and impact of natural hazards, incorporating data from FEMA and other risk assessment tools. • Asset sensitivity assessment measures the resilience of assets against these hazards, evaluating their vulnerability based on physical conditions and utilizing specific indices and ratings to gauge their susceptibility to damage or operational disruption. This comprehensive evaluation process helps in understanding and mitigating the risks associated with natural disasters o"
"NC","46","RIT","","44 greater risk than the converse. To conduct calculations, the assessment converted the letter scores to integers. ""L"" equals a value of ""1"", ""M"" a value of ""2"", and ""H"" a value of ""3"". For example, a 100-year event with a flood depth between 2 and 5 feet gets a score of ""2"". The final flood exposure is based on the maximum score assigned to a road segment. For example, if an intersected segment is allocated one point for 10, 25, 50, and 500-year flood events, and two points for a 100-year flood event, then the segment's total flood exposure score would be “2”. Table 7. Inland and Coastal Flood Exposure Scoring Flood Recurrence Interval Flood Depth <=0.5 >0.5-2 ft >2 ft - 5ft > 5ft 10-yr L H H H 25-yr L H H H 50-yr L M H H 100-yr L M M H 500-yr L L M M Figure 26 provides an example of the use of the RIT dataset to determine flood exposure for the different assets under analysis. Figure 26. Bridge Rectangle Intersecting with 500-Year RIT data (US 111 over Black Swam Creek) In addition to identifying inland and coastal flood exposure, the assessment also identified exposure from SLR and storm surge. As sea levels rise, storm surges have the potential to reach higher elevations. Stor"
"NC","47","tool; CRIS","","45 The assessment evaluated exposure from SLR and storm surge with the NCDOT CRIS tool. This was based on climate change projections using a Representative Concentration Pathway (RCP) of 8.5 with four feet (ft) of SLR and storm surge. Inundation depths of 6ft or less represent more frequent storm surge and SLR, 7ft to 16ft are less frequent storm and SLR, and greater than 16ft would only represent extreme storm surge and SLR. To conduct the assessment, NCDOT hydrology recommended using SLR of 4 ft with storm surge for scoring, as presented below: • Roads that are within the 6ft CRIS inundation extents AND have a road elevation less than 6ft. The assessment assigned these roads a high score for potential Sea Level Rise with storm surge impacts. • Roads that are within the 16ft CRIS inundation extents AND have a road elevation less than 16-ft BUT equal to or greater than 6ft. In this case, the assessment assigned a medium score for potential Sea Level Rise with storm surge impacts. • Roads that are within the 35ft CRIS inundation extents AND have a road elevation equal to or greater than 16ft. In this case, the assessment assigned a low score for potential Sea Level Rise with storm s"
"NC","48","map; application; gis; RIT; CRIS","https://trid.trb.org/view/1459230","46 Flood Exposure from Past Events In addition to identifying exposure using the RIT and CRIS data, the assessment incorporated available data from past flood events on US-74 to identify affected areas and require resilience investments to avoid future damages. The assessment assigned a High (H) flood exposure score to areas identified along US-74. Figure 28 displays a map featuring a sample of washout areas from past events and one of the identified areas selected by NCDOT for developing a resilience improvement project. This project is part of the RIP and the subject of a future PROTECT grant application. Figure 28. US-74 corridor washouts from past flood events Geotechnical Hazards Exposure Exposure to geotechnical hazards was determined using the NCDOT Geohazards Asset Management (GAM) data. The NCDOT’s GAM is based on point locations susceptible to one or more geotechnical hazards, i.e., rockslide, rockfall, landslide, and embankment failure. The assessment buffered the GAM points spatial data out to fifty meters to create a GIS layer that could intersect with NCDOT asset data. The GAM rating is determined by a trained, experienced geotechnical staff member who subjectively es"
"NC","49","tool; RIT; CRIS","https://connect.ncdot.gov/resources/hydro/HydroPrecon/2023_NCDOT_Precon_Hydro_Unit_Overview.pdf; https://hazards.fema.gov/nri/annualized-frequency; https://www.fema.gov/sites/default/files/documents/fema_national-risk-index_technical-documentation.pdf","47 Table 9. NCDOT GAM Exposure Scoring GAM Rating <= 1,000 >1,000 - <1,500 >1,500 L M H HAZARD PROBABILITY Probability analysis is a critical component of natural hazard risk assessment, as it helps quantify the likelihood of specific hazardous events occurring in a given area over a defined period. The NCDOT risk-based vulnerability assessment employs both deterministic and probabilistic approaches. 1) Deterministic modeling for natural hazards uses historical data to estimate the frequency of a particular event, often described as the “return period.” The return period is the average interval of time between occurrences of a natural hazard event of a certain intensity or size. NCDOT’s RIT estimates inundation based on five flood reoccurrence intervals from FEMA studies: 10, 25, 50, 100 and 500-year. The NCDOT RIP vulnerability assessment employs data from the RIT to assess the highway system’s exposure to inland flooding. In addition, heavy precipitation is frequently responsible for triggering geotechnical events. GAM rating methodology for assessing slope stability considers rainfall frequency and intensity. The NCDOT RIP vulnerability assessment incorporates the GAM spatial da"
"NC","51","map; RIT","","49 Figure 31. Annualized Landslide Frequency from FEMA NRI SENSITIVITY For purposes of the vulnerability assessment, sensitivity refers to an asset’s condition state. The assessment assumes that an asset in poor condition is more vulnerable to hazardous events than assets in good condition. Roadway Sensitivity The sensitivity assessment determined the pavement condition of roadways based on the IRI. A low IRI represents a better condition state, lower sensitivity, than a high IRI. Segments lacking IRI (International Roughness Index) data were allocated a sensitivity score of zero. Table 10 presents the sensitivity scoring for roadways based on the IRI values from the NCDOT Pavement Condition Map. Table 10. Roadway Sensitivity Scoring IRI < 95 inch/mile (good) 95-170 inch/mile (fair) >170 inch/mile (poor) L M H NBI Bridge Sensitivity The assessment evaluated the sensitivity for bridges based on NBI items. For bridges with known foundation where NBI Item 113 Scour Critical is not equal to “U”, a matrix intersecting NBI Item 113 with NBI Item 60 Substructure Condition produced the sensitivity score as presented in Table 11."
"NC","53","map; criticality map; RIT","","51 Table 13. NBI Bridges (with unknown foundation) Sensitivity Scoring Scour Vulnerability (derived from Table 11 and Table 12) 7-9 5-6 0-4 L M H NBI Culvert Sensitivity Similar to bridges, the sensitivity rating for NBI culverts is based on their condition, specifically using NBI Item 62, as detailed in Table 14. Table 14. NBI Culverts Sensitivity Scoring Culvert Condition (NBI 62) 7-9 5-6 0-4 L M H Sensitivity from Past Events Besides determining sensitivity from condition assessments, the assessment utilized historical flood data on US-74 to pinpoint previously damaged areas requiring resilience investments to prevent future recurrent damages. The assessment assigned a High (HS) sensitivity score to areas along US-74 washed out during previous events. Rail Lines Sensitivity Rail Lines condition data is proprietary. Hence, the assessment assigned a default value of “Good” to all segments. RESILIENCE PRIORITIZATION PROCESS A key step on the development of the NCDOT RIP was the development of a multicriteria resilience prioritization process to be able to rank vulnerable areas of concern and potential resilience projects based on selected criteria. The identified criteria for the r"
"NC","54","map; RIT","","52 Table 15. Resilience Prioritization Scoring Criticality Level Exposure Level (For each hazard) Sensitivity Total Points L (1 pt) M (2 pt) H (3 pt) L (1 pt) M (2 pt) H (3 pt) L (1 pt) M (2 pt) H (3 pt) Total points range (3 –12) Figures 32 - 35 present the resilience prioritization maps based on the final scores for the four asset classes: roads, bridges, culverts, and rail lines. The assessment provides a resilience prioritization list as a separate Excel spreadsheet, listing all vulnerable areas of concern and projects that have been identified and prioritized for potential resilience improvements. Figure 32. Road Priority Index"
"NC","55","RIT","","53 Figure 33. Bridge Priority Index Figure 34. Culvert Priority Index"
"NC","56","RIT","","54 Figure 35. Rail Lines Priority Index"
"NM","3","tool; RIT","","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N i Table of Contents Introduction ..................................................................................................................................................1 Purpose ...................................................................................................................................................................1 Goal .........................................................................................................................................................................1 Relevant Codes, Standards, and Regulatory Frameworks ......................................................................................1 Definitions ..............................................................................................................................................................2 Foundational Research and Engagement ........................................................................................................4 FHWA Guidance and Tools .................................................................................................................................."
"NM","4","map; RIT","","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N ii Table of Tables Table 1. Data Sources for Assets ................................................................................................................................8 Table 2. Hazards in New Mexico ................................................................................................................................9 Table 3. Data Sources for Current Exposure ........................................................................................................... 10 Table 4. Current Exposure Scoring Thresholds ........................................................................................................ 10 Table 5. Drought Categories and Descriptions ........................................................................................................ 12 Table 6. Data Sources for Future Exposure ............................................................................................................. 13 Table 7. Description of Wildfire-Related Variables in the Climate Mapper ............................................................ 15 Table 8. Inputs Used to Download Historical a"
"NM","6","tool; application; RIT","","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N iv Acknowledgements The New Mexico Department of Transportation (NMDOT) wishes to acknowledge and express thanks for the input received from internal and external stakeholders during the development of this Resilience Improvement Plan (RIP). NMDOT would also like to thank High Street Consulting Group for their support in writing the RIP and developing the associated Resilience Explorer Application tool. Contact Jessica Griffin, AICP NMDOT Planning Division Director Jessica.Griffin@dot.nm.gov"
"NM","7","gis; RIT","","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 1 Introduction Purpose The state’s transportation system supports the everyday lives of New Mexicans and is a critical resource during emergencies to help limit overall loss and harm. The New Mexico Department of Transportation (NMDOT) exists to provide a safe and efficient transportation system for those traveling in New Mexico. Extreme weather due to climate change and the impacts of natural disasters pose a threat to the department’s ability to serve the public and carry out its mission. Thus, reducing risks from associated hazards is crucial for NMDOT. NMDOT’s Resilience Improvement Plan (RIP) analyzes the risks posed to New Mexico's surface transportation system from current and future weather events and natural disasters. Based on that analysis, this document proposes an investment plan of priority projects by NMDOT district to address surface transportation system resilience. It also outlines suggestions for continued interagency cooperation and recommendations for future RIP updates, policies, practices, and actions to institutionalize resilience at NMDOT. The NMDOT RIP closely aligns its central methodology to the"
"NM","8","map; RIT","https://www.fhwa.dot.gov/environment/sustainability/resilience/adaptation_framework/","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 2 New Mexico’s Energy Transition Act On March 22, 2019, Governor Lujan Grisham signed the Energy Transition Act (ETA) (SB 489), which establishes statewide renewable energy standards and creates a roadmap to transition from coal to low-carbon energy. The ETA requires that (1) all providers must deliver 50% renewable energy by 2030, (2) investor-owned utilities must deliver 80% renewable energy by 2040 and 100% carbon-free generation by 2045, and (3) rural electric co-ops must deliver 80% renewable energy and 100% carbon-free generation by 2050. The law also establishes three transition funds for workforce training and transition assistance to communities affected by the changing energy economy. Promoting Resilient Operations for Transformative, Efficient, and Cost Saving Transportation (PROTECT) Program The Infrastructure Investment and Jobs Act (IIJA), signed into law by President Biden on November 15, 2021, created the Promoting Resilient Operations for Transformative, Efficient, and Cost Saving Transportation (PROTECT) Formula and Discretionary Grant Programs. PROTECT offers three core benefits to states: (1) it provide"
"NM","9","RIT","https://www.fhwa.dot.gov/environment/sustainability/resilience/adaptation_framework/","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 3 • Social vulnerability: The social groups and social factors that amplify adverse impacts of hazards. This plan considers income, linguistic isolation, age, race, and access to a vehicle using a NMDOT ‘Social Vulnerability Score’ (described later). • Risk: A measure that includes both the probability (or likelihood) that an asset will experience a particular impact and the consequence (or severity) of that impact2. In this plan, consequence is analogous to criticality. • Resilience: The ability to avoid, anticipate, absorb, adapt to, and/or rapidly recover from current and future hazards. • Resilience risk: The combined consideration of exposure, sensitivity, and criticality score data for an asset converted to risk rankings (i.e. low risk, medium risk, high risk, very high risk). • Hotspots: Continuous corridors along a single route that have consistently high or very high resilience risk. In this plan, resilience risk scores and hotspots are the products of the analysis. They are explained in greater detail later in this document. 2 https://www.fhwa.dot.gov/environment/sustainability/resilience/adaptation_framework/"
"NM","10","tool; RIT","https://www.fhwa.dot.gov/environment/sustainability/resilience/adaptation_framework/index.cfm; https://www.fhwa.dot.gov/environment/sustainability/resilience/tools/criticality_guidance/criticality_guidance.pdf","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 4 Foundational Research and Engagement Resilience planning requires an awareness of the interconnectedness of communities, jurisdictions, and systems. The NMDOT RIP’s assessment of asset resilience is intentionally informed by NMDOT’s previous planning efforts and those of relevant external partners. The plans and tools reviewed were diverse in source, scope, and focus. Plan types included Federal Highway Administration (FHWA) guidance, NMDOT and other state agency plans and studies, New Mexico MPO plans, tribal resilience plans, plans from other states and MPOs, and consultation with NMDOT divisions and districts. In addition to informing NMDOT’s approach to asset selection and hazard identification, the foundational research also provided critical input on how to consider criticality. Three New Mexico plans substantially considered criticality and were included in the review and summaries related to criticality: the NMDOT 2045 Long Range State Transportation Plan, the New Mexico State Hazard Mitigation Plan, and the Mid-Region Council of Governments 2040 Metropolitan Transportation Plan. Other New Mexico plans featured l"
"NM","11","map; gis; RIT","","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 5 • Culvert Asset Management System Best Practices/Pilot Project (NMDOT, 2016) • NMDOT District 5 Rockfall Mitigation Study (NMDOT, 2022) • New Mexico State Hazard Mitigation Plan Update (New Mexico Department of Homeland Security, 2018) • New Mexico Climate Strategy (and two updates), (Interagency Climate Change Task Force, 2019, 2020, 2021) • New Mexico GHG Inventory and Forecast Report (Center for the New Energy Economy at Colorado State University, 2020) • Dangers of Steep Slopes: Landslides, Rockfalls, and Debris Flows in New Mexico (New Mexico Bureau of Geology and Mineral Resources, 2020) • Rockfall Susceptibility Maps for New Mexico: Open-file Report 595 (New Mexico Bureau of Geology and Mineral Resources, 2017) New Mexico MPO Plans Three MPO plans were reviewed, having been determined as most relevant to this effort: • El Paso MPO Regional Mobility Strategy (RMS) 2050 Metropolitan Transportation Plan (MTP) (2022) • Farmington Metropolitan Planning Organization 2045 Metropolitan Transportation Plan (2020) • Mid-Region Council of Governments 2040 Metropolitan Transportation Plan (2020) Tribal Resilience Plans and St"
"NM","12","map; gis","","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 6 Bureau, Technical and Freight Planning Unit, and Active Transportation), the Capital Program and Investments Division (including the Transportation Performance Management Program), the Infrastructure Division (including the Statewide Transportation Improvement Program (STIP) Bureau, the Drainage Design Bureau, the Bridge Bureau, the Environmental Bureau, and the Roadside and Community Design Section) and the IT GIS Unit. Additionally, all six NMDOT districts were engaged. During each of the district meetings, staff were presented with an overview of the analysis and the statewide findings before focusing on the results at the district level. The results of consultations with district leadership included the creation of resilience risk corridor segments to better enable project planning, additions to the description of the methodology, and visual refinements to the mapping."
"NM","13","RIT","","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 7 Analysis Methodology This section describes the analysis methodology that uses data on New Mexico transportation assets, current and future hazards, and socioeconomic considerations to calculate exposure, sensitivity, and criticality scores, which are then used as input to calculate resilience risk and identify hotspots (longer corridors with high or very high resilience risk). The key components of the analysis are shown in Figure 1 and described in more detail later in this section. Figure 1. Components of Analysis Methodology This analysis methodology is derived from and improves upon the vulnerability assessment methodology described in the 2021 NMDOT Resiliency Initiative Final Report (NMDOT, 2021). The new methodology incorporates several changes compared with that report’s methodology. • Create separate ‘sensitivity’ category: In the 2021 NMDOT Resiliency Initiative Final Report, asset condition was grouped into other vulnerability criteria. The new analysis separated out asset condition and used it to inform the ‘sensitivity’ analysis. • Rename ‘vulnerability’ category to ‘exposure’: In the 2021 NMDOT Resiliency "
"NM","14","RIT","","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 8 Assets Asset types were selected for inclusion in the analysis based on three criteria: • Alignment with RIP goals and purpose: The RIP is intended to support immediate and long-range planning activities, and to address surface transportation infrastructure within the boundaries of the state (23 USC 176 (e)(2)). • Ownership: State-owned assets are those for which NMDOT can most directly improve resilience by developing and implementing appropriate projects. • Data availability: There must also be data available for the assets showing key characteristics, such as location, condition, ownership, and usage. This analysis included state-owned roads and bridge structures, as described in Table 1. Both are aligned with the RIP’s goals and purpose since NMDOT conducts planning at multiple time horizons for these assets, allowing the RIP results to be integrated into NMDOT’s planning and programming decisions. The asset types serve an important role in connecting New Mexicans to goods, services, employment, and opportunities. These assets serve multiple modes including automobiles, pedestrians, bicyclists, freight, and transit. "
"NM","16","gis; RIT","https://doi.org/10.27; https://www.floodma; https://droughtmonit","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 10 Current Hazard Exposure Table 3 shows the data used to assess current hazard exposure. Table 3. Data Sources for Current Exposure Hazard Data Name Publishing Organization Description URL Wildfires Wildfire Hazard Potential U.S. Forest Service 2020 raster data set ranking relative potential for wildfires. https://doi.org/10.27 37/RDS-2015-0047-3 Rockfall Statewide Rockfall Database NMDOT Rockfall Hazard Potential is based on NMDOT’s Rockfall Hazard Rating System (RHRS). The Statewide Rockfall Database is not regularly updated (NMDOT, 2021). N/A Flooding National Flood Hazard Layer FEMA Data for some counties has been updated since the 2021 NMDOT Resiliency Initiative Final Report (NMDOT, 2021). https://www.floodma ps.fema.gov/ NFHL/status.shtml Drought U.S. Drought Monitor National Drought Mitigation Center Weekly drought data nationwide is available for download. https://droughtmonit or.unl.edu/ DmData/GISData.aspx Dust storms Not applicable NMDOT The prevalence of dust storms was assessed by examining crashes that occurred where dust was a contributing factor. N/A After each of the data sets was conflated to the road a"
"NM","17","RIT","","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 11 Exposure Score Hazard 1 Very low 2 Low 3 Moderate 4 High 5 Very high Weight CHANCE FLOOD HAZARD’ Drought Null Below 203 204-244 245-282 283 20% Dust storms 1st quintile or no known exposure 2nd quintile 3rd quintile 4th quintile 5th quintile 20% TOTAL 100% Wildfire Current exposure to wildfires came from the U.S. Forest Service’s 2020 Wildfire Hazard Potential data set. The level of exposure is based on the data set’s seven categories, as described in Table 4 above. Rockfall Current exposure data for rockfall came from NMDOT’s Rockfall Hazard Potential data set, which assigns scores from 0 to 600+ to roads based on their rockfall potential. The 2021 NMDOT Resiliency Initiative Final Report provides additional details on the Rockfall Hazard Rating System (RHRS). As described in that report— The NMDOT RHRS applies a semi-quantitative procedure for assessing geomorphological conditions of slope and material strength according to relative risk, with scoring criteria that include slope height, slope aspect, annual precipitation, existing fractures, stabilizing vegetation, and several other observations on the structural geol"
"NM","18","map; RIT","https://safety.fhwa.dot.gov/hsip/docs/fhwasa17071.pdf","N M D O T R E S I L I E N C E I M P R O V E M E N T P L A N 12 1. Download weekly drought data for prior 10 years (National Drought Mitigation Center, 2023a). Depending on the file format that provides the greatest ease of processing, the data may be converted from vector to raster format. 2. Clip files to New Mexico state boundaries. 3. Perform a union of all data sets. This produces a single file with attributes for each input file showing the drought category. If the file is rasterized, a different function may be used to overlay the data sets and combine them into a single layer. 4. Assign the following points each time a certain drought intensity arises. This converted each drought occurrence and severity to a number of points. Table 5. Drought Categories and Descriptions Category Description Points None or no data Not applicable 0 D0 Abnormally dry 1 D1 Moderate drought 2 D2 Severe drought 3 D3 Extreme drought 4 D4 Exceptional drought 5 SOURCE FOR DESCRIPTIONS: NATIONAL DROUGHT MITIGATION CENTER (2023B) 5. Add points for each location to calculate a single drought score for each feature in the data set. More points indicate more frequent or more severe drought occurrence. 6. "
